country_year_id,country,year,aid_per_capita,aid_total,Income_group,Region,democracy_score,conflict_present,population,multi_sector_aid,program_support_aid,humanitarian_aid,environment_aid,education_social_aid,health_aid,econdev_aid,democracy_rights_aid,peace_security_aid
Antigua and Barbuda-2003,Antigua and Barbuda,2003,6.758718093575061,526396,High income,Latin America & Caribbean,8.33,No,77884,0,0,0,0,0,0,0,0,526396
Antigua and Barbuda-2004,Antigua and Barbuda,2004,30.121508149239702,2371135,High income,Latin America & Caribbean,8.33,No,78719,0,0,2,0,0,0,0,0,2371133
Antigua and Barbuda-2005,Antigua and Barbuda,2005,12.414194196708957,988294,High income,Latin America & Caribbean,8.33,No,79610,0,0,0,0,0,0,8970,0,979324
Antigua and Barbuda-2006,Antigua and Barbuda,2006,8.067205101483797,650249,High income,Latin America & Caribbean,8.33,No,80604,0,0,0,0,0,0,0,0,650249
Antigua and Barbuda-2007,Antigua and Barbuda,2007,9.357326446685597,764531,High income,Latin America & Caribbean,8.33,No,81704,0,0,0,0,0,0,0,0,764531
Antigua and Barbuda-2008,Antigua and Barbuda,2008,1.7732294480895407,147022,High income,Latin America & Caribbean,7.5,No,82912,0,0,0,0,0,0,0,0,147022
Antigua and Barbuda-2009,Antigua and Barbuda,2009,11.50079003956138,968056,High income,Latin America & Caribbean,7.5,No,84173,0,0,0,34324,0,0,0,0,933732
Antigua and Barbuda-2010,Antigua and Barbuda,2010,36.88904125644632,3147373,High income,Latin America & Caribbean,7.5,No,85320,0,0,0,160670,0,0,0,0,2986703
Antigua and Barbuda-2011,Antigua and Barbuda,2011,6.147558263448084,530731,High income,Latin America & Caribbean,8.33,No,86332,0,0,0,22017,0,0,0,0,508714
Antigua and Barbuda-2012,Antigua and Barbuda,2012,7.27697685079074,634989,High income,Latin America & Caribbean,8.33,No,87260,11140,0,0,65530,0,0,0,0,558319
Antigua and Barbuda-2013,Antigua and Barbuda,2013,7.681356740552325,676451,High income,Latin America & Caribbean,8.33,No,88064,0,0,0,0,0,0,0,0,676451
Antigua and Barbuda-2014,Antigua and Barbuda,2014,7.291894327719259,647265,High income,Latin America & Caribbean,8.33,No,88765,0,0,0,0,0,0,0,0,647265
Antigua and Barbuda-2015,Antigua and Barbuda,2015,5.387869230166985,481724,High income,Latin America & Caribbean,8.33,No,89409,0,0,0,0,0,0,0,0,481724
Antigua and Barbuda-2016,Antigua and Barbuda,2016,8.771888094788205,789198,High income,Latin America & Caribbean,8.33,No,89969,0,0,0,0,0,4693,0,0,784505
Antigua and Barbuda-2017,Antigua and Barbuda,2017,10.475571472785958,947704,High income,Latin America & Caribbean,8.33,No,90468,0,2748,0,0,0,0,0,0,944956
Antigua and Barbuda-2018,Antigua and Barbuda,2018,0.04880892154059345,4438,High income,Latin America & Caribbean,8.33,No,90926,0,0,8072,-107925,0,0,0,0,104291
Antigua and Barbuda-2019,Antigua and Barbuda,2019,1.73195932707989,158237,High income,Latin America & Caribbean,8.33,No,91363,0,0,0,0,0,0,0,0,158237
Antigua and Barbuda-2020,Antigua and Barbuda,2020,29.884600309213248,2744781,High income,Latin America & Caribbean,8.33,No,91846,0,0,107101,-50487,0,0,0,0,2688167
Antigua and Barbuda-2021,Antigua and Barbuda,2021,-0.517330994380015,-47775,High income,Latin America & Caribbean,8.33,No,92349,0,0,0,-47775,0,0,0,0,0
Antigua and Barbuda-2022,Antigua and Barbuda,2022,5.4911783713916416,509801,High income,Latin America & Caribbean,8.33,No,92840,0,0,0,0,0,0,39215,0,470586
Antigua and Barbuda-2023,Antigua and Barbuda,2023,5.0050152708567754,467043,High income,Latin America & Caribbean,8.33,No,93315,0,0,0,0,0,0,-31815,0,498858
Antigua and Barbuda-2024,Antigua and Barbuda,2024,13.82546842840537,1296428,High income,Latin America & Caribbean,,No,93771,0,0,0,0,0,0,38414,0,1258014
Argentina-2000,Argentina,2000,0.0,0,Upper middle income,Latin America & Caribbean,6.67,No,37213984,0,0,0,0,0,0,0,0,0
Argentina-2001,Argentina,2001,0.18273464394851005,6875359,Upper middle income,Latin America & Caribbean,6.67,No,37624825,905148,1883,0,0,0,0,2506641,0,3461687
Argentina-2002,Argentina,2002,0.1335937935724327,5080485,Upper middle income,Latin America & Caribbean,8.33,No,38029349,0,1620,0,141396,0,0,249344,179582,4508543
Argentina-2003,Argentina,2003,0.23185544495014898,8908879,Upper middle income,Latin America & Caribbean,8.33,No,38424282,0,28594,0,340888,0,0,226890,698605,7613902
Argentina-2004,Argentina,2004,0.10818984944706314,4199488,Upper middle income,Latin America & Caribbean,8.33,No,38815915,0,12346,0,639623,290140,88221,135241,1000191,2033726
Argentina-2005,Argentina,2005,0.0932414685965238,3656631,Upper middle income,Latin America & Caribbean,8.33,No,39216789,0,0,0,273243,0,105142,230209,915153,2132884
Argentina-2006,Argentina,2006,0.10582380572061839,4192963,Upper middle income,Latin America & Caribbean,8.33,No,39622115,0,0,254585,172041,0,42188,109968,1017023,2597158
Argentina-2007,Argentina,2007,0.19971285533515043,7991862,Upper middle income,Latin America & Caribbean,8.33,No,40016763,0,0,0,159737,90501,25484,2440000,1221668,4054472
Argentina-2008,Argentina,2008,0.27692581176973724,11194490,Upper middle income,Latin America & Caribbean,8.33,No,40424148,0,0,0,347037,177994,0,4113641,1166037,5389781
Argentina-2009,Argentina,2009,0.12877855252907544,5261226,Upper middle income,Latin America & Caribbean,8.33,No,40854831,0,0,0,413062,63519,63063,607596,843462,3270524
Argentina-2010,Argentina,2010,0.17864270976075702,7375924,Upper middle income,Latin America & Caribbean,8.33,No,41288693,0,1207052,0,330494,0,79584,56610,635679,5066505
Argentina-2011,Argentina,2011,0.12472690343263203,5204936,Upper middle income,Latin America & Caribbean,8.33,No,41730660,0,996134,0,119895,0,68415,0,1546553,2473939
Argentina-2012,Argentina,2012,0.31299697182664815,13196491,Upper middle income,Latin America & Caribbean,8.33,No,42161721,223695,977544,0,0,0,55852,381387,54569,11503444
Argentina-2013,Argentina,2013,0.11044830552865025,4703160,Upper middle income,Latin America & Caribbean,8.33,No,42582455,0,0,0,133070,167132,0,621445,390358,3391155
Argentina-2014,Argentina,2014,0.06744229294340835,2901642,Upper middle income,Latin America & Caribbean,8.33,No,43024071,0,316254,0,216942,154373,611,321183,479116,1413163
Argentina-2015,Argentina,2015,0.04974918699564726,2162946,Upper middle income,Latin America & Caribbean,8.33,No,43477012,0,0,0,119685,62562,0,1046792,302309,631598
Argentina-2016,Argentina,2016,0.17418210662871583,7646649,Upper middle income,Latin America & Caribbean,8.33,No,43900313,0,0,0,880736,0,0,1305069,4784048,676796
Argentina-2017,Argentina,2017,0.07106427177883466,3147358,Upper middle income,Latin America & Caribbean,8.33,No,44288894,0,0,0,121893,49066,0,1904379,257823,814197
Argentina-2018,Argentina,2018,0.13777129984961778,6152161,Upper middle income,Latin America & Caribbean,8.33,No,44654881,0,847449,0,133649,161732,0,2711881,1173999,1123451
Argentina-2019,Argentina,2019,0.20935244816026516,9415305,Upper middle income,Latin America & Caribbean,8.33,No,44973465,0,0,0,-182069,153447,0,3479617,993419,4970891
Argentina-2020,Argentina,2020,0.17826164846475803,8055994,Upper middle income,Latin America & Caribbean,8.33,No,45191964,0,1203674,0,-15164,192688,0,3892313,1793744,988739
Argentina-2021,Argentina,2021,0.16736659096901346,7583762,Upper middle income,Latin America & Caribbean,8.33,No,45312281,0,1176485,0,196083,447862,0,3222160,32953,2508219
Argentina-2022,Argentina,2022,0.1528564057922603,6940889,Upper middle income,Latin America & Caribbean,8.33,No,45407904,52287,2367114,0,-55558,134110,0,2603441,62457,1777038
Argentina-2023,Argentina,2023,0.22849989836050677,10405520,Upper middle income,Latin America & Caribbean,8.33,No,45538401,0,3573727,0,131940,107780,0,3752084,350300,2489689
Argentina-2024,Argentina,2024,0.1604457171115848,7331753,Upper middle income,Latin America & Caribbean,,No,45696159,100018,3170494,0,149248,111040,0,1361842,371175,2067936
Armenia-2000,Armenia,2000,0.0,0,Upper middle income,Europe & Central Asia,5.0,No,3125628,0,0,0,0,0,0,0,0,0
Armenia-2001,Armenia,2001,36.370635424201346,112179733,Upper middle income,Europe & Central Asia,5.0,No,3084349,0,3599954,4721977,2756693,40009813,4846155,36445336,15745577,4054228
Armenia-2002,Armenia,2002,47.652093021733656,145607165,Upper middle income,Europe & Central Asia,5.0,No,3055630,0,4187364,4179122,9470333,63174233,4300137,22391022,19394075,18510879
Armenia-2003,Armenia,2003,49.851136306798885,151496008,Upper middle income,Europe & Central Asia,4.17,No,3038968,0,5462810,15108911,7488570,61632184,8308178,24700007,16873743,11921605
Armenia-2004,Armenia,2004,42.390066834494554,128125715,Upper middle income,Europe & Central Asia,4.17,No,3022541,0,4148780,273074,6459765,72925302,9602137,11374872,15227370,8114415
Armenia-2005,Armenia,2005,35.21413933369723,105866063,Upper middle income,Europe & Central Asia,4.17,No,3006351,0,3960186,747576,5662182,41089579,11135546,11319488,14624557,17326949
Armenia-2006,Armenia,2006,36.487124867533424,109110259,Upper middle income,Europe & Central Asia,4.17,No,2990377,0,4774893,49968,14676227,34610622,10763615,17320791,13769799,13144344
Armenia-2007,Armenia,2007,44.2556706811406,131652610,Upper middle income,Europe & Central Asia,3.33,No,2974819,0,9554262,31255,11183159,32512511,12133643,37987794,20844686,7405300
Armenia-2008,Armenia,2008,47.1092632069703,139442948,Upper middle income,Europe & Central Asia,3.33,No,2959990,0,10342116,43150,4238949,20060763,14126689,59364432,22215462,9051387
Armenia-2009,Armenia,2009,41.39788580337027,121938135,Upper middle income,Europe & Central Asia,3.33,No,2945516,0,10406563,437154,706798,9303100,13791295,52275743,24134664,10882818
Armenia-2010,Armenia,2010,46.13428813562791,135223197,Upper middle income,Europe & Central Asia,3.33,No,2931078,0,10805727,325459,594411,5554975,11136676,80448289,16090190,10267470
Armenia-2011,Armenia,2011,60.03924714446493,175510930,Upper middle income,Europe & Central Asia,4.17,No,2923270,0,10578317,1423393,687739,5123408,7316078,100345854,16929880,33106261
Armenia-2012,Armenia,2012,37.728118508400435,110261445,Upper middle income,Europe & Central Asia,4.17,No,2922527,0,9073785,2822768,190510,5350624,6438475,35508815,17935739,32940729
Armenia-2013,Armenia,2013,28.192753988170473,82393831,Upper middle income,Europe & Central Asia,4.17,No,2922518,0,6243147,1101447,304800,3939114,5234545,17318675,18827917,29424186
Armenia-2014,Armenia,2014,19.592345663973237,57257102,Upper middle income,Europe & Central Asia,4.17,No,2922422,0,5840936,764303,1290474,4882461,1798378,13033068,13449983,16197499
Armenia-2015,Armenia,2015,15.56174925381105,45458624,Upper middle income,Europe & Central Asia,4.17,No,2921177,824679,6926801,699399,17986,4662988,4802273,11595448,11566540,4362510
Armenia-2016,Armenia,2016,19.52932240461122,57002030,Upper middle income,Europe & Central Asia,4.17,No,2918792,680346,6322901,405010,558588,5776383,4649083,10028976,8946541,19634202
Armenia-2017,Armenia,2017,13.623156451728546,39710997,Upper middle income,Europe & Central Asia,5.0,No,2914963,748312,5597668,291243,174774,6711226,2096058,5987462,10693072,7411182
Armenia-2018,Armenia,2018,15.285397345121796,44479956,Upper middle income,Europe & Central Asia,5.0,No,2909964,0,5776632,555840,0,5292877,1725104,5514948,11746622,13867933
Armenia-2019,Armenia,2019,13.79038392601028,40046875,Upper middle income,Europe & Central Asia,5.0,No,2903971,452639,6398212,317364,117251,4134278,1242533,6294933,12158179,8931486
Armenia-2020,Armenia,2020,19.589036186754814,56629788,Upper middle income,Europe & Central Asia,5.0,No,2890892,2382879,7012467,450161,4629,3333145,2026846,6820009,15890757,18708895
Armenia-2021,Armenia,2021,14.82579533910174,42555192,Upper middle income,Europe & Central Asia,5.0,No,2870348,963776,10945879,1462660,214954,3041764,2529243,7175260,15068602,1153054
Armenia-2022,Armenia,2022,16.61199830329268,47857074,Upper middle income,Europe & Central Asia,5.0,No,2880874,353301,13788199,2864836,60573,3522404,1301042,7843939,17101245,1021535
Armenia-2023,Armenia,2023,23.32573461987577,68656804,Upper middle income,Europe & Central Asia,5.0,No,2943393,290888,14754590,417794,58000,5207215,3083631,13007961,17731547,14105178
Armenia-2024,Armenia,2024,24.82293936459258,73819450,Upper middle income,Europe & Central Asia,,No,2973840,0,13613237,6321308,220375,4065011,1657943,13714334,23298931,10928311
Aruba-2000,Aruba,2000,0.0,0,High income,Latin America & Caribbean,,No,88761,0,0,0,0,0,0,0,0,0
Aruba-2001,Aruba,2001,0.0,0,High income,Latin America & Caribbean,,No,90305,0,0,0,0,0,0,0,0,0
Aruba-2002,Aruba,2002,0.0,0,High income,Latin America & Caribbean,,No,91378,0,0,0,0,0,0,0,0,0
Aruba-2003,Aruba,2003,0.0,0,High income,Latin America & Caribbean,,No,92310,0,0,0,0,0,0,0,0,0
Aruba-2004,Aruba,2004,0.016607303780629103,1548,High income,Latin America & Caribbean,,No,93212,0,0,0,0,0,0,0,0,1548
Aruba-2005,Aruba,2005,0.46654993101984504,43963,High income,Latin America & Caribbean,,No,94230,0,0,0,0,0,0,22935,0,21028
Aruba-2006,Aruba,2006,0.015252851392150286,1455,High income,Latin America & Caribbean,,No,95392,0,0,0,0,0,0,0,0,1455
Aruba-2007,Aruba,2007,0.90259558739789,87179,High income,Latin America & Caribbean,,No,96587,0,0,0,0,0,0,0,0,87179
Aruba-2008,Aruba,2008,0.15794855016154757,15448,High income,Latin America & Caribbean,,No,97804,0,0,0,0,0,0,9900,0,5548
Aruba-2009,Aruba,2009,0.07290078263064882,7219,High income,Latin America & Caribbean,,No,99025,0,0,0,0,0,0,0,0,7219
Aruba-2010,Aruba,2010,0.0,0,High income,Latin America & Caribbean,,No,100113,0,0,0,0,0,0,0,0,0
Aruba-2011,Aruba,2011,0.0,0,High income,Latin America & Caribbean,,No,100981,0,0,0,0,0,0,0,0,0
Aruba-2012,Aruba,2012,0.0,0,High income,Latin America & Caribbean,,No,101763,0,0,0,0,0,0,0,0,0
Aruba-2013,Aruba,2013,0.0,0,High income,Latin America & Caribbean,,No,102557,0,0,0,0,0,0,0,0,0
Aruba-2014,Aruba,2014,0.0,0,High income,Latin America & Caribbean,,No,103372,0,0,0,0,0,0,0,0,0
Aruba-2015,Aruba,2015,0.0,0,High income,Latin America & Caribbean,,No,104184,0,0,0,0,0,0,0,0,0
Aruba-2016,Aruba,2016,0.0,0,High income,Latin America & Caribbean,,No,104976,0,0,0,0,0,0,0,0,0
Aruba-2017,Aruba,2017,0.0,0,High income,Latin America & Caribbean,,No,105730,0,0,0,0,0,0,0,0,0
Aruba-2018,Aruba,2018,0.0,0,High income,Latin America & Caribbean,,No,106432,0,0,0,0,0,0,0,0,0
Aruba-2019,Aruba,2019,0.0,0,High income,Latin America & Caribbean,,No,107076,0,0,0,0,0,0,0,0,0
Aruba-2020,Aruba,2020,0.0,0,High income,Latin America & Caribbean,,No,107400,0,0,0,0,0,0,0,0,0
Aruba-2021,Aruba,2021,0.0,0,High income,Latin America & Caribbean,,No,107558,0,0,0,0,0,0,0,0,0
Aruba-2022,Aruba,2022,0.001697871629771205,183,High income,Latin America & Caribbean,,No,107782,0,183,0,0,0,0,0,0,0
Aruba-2023,Aruba,2023,0.0,0,High income,Latin America & Caribbean,,No,107938,0,0,0,0,0,0,0,0,0
Aruba-2024,Aruba,2024,0.0,0,High income,Latin America & Caribbean,,No,108065,0,0,0,0,0,0,0,0,0
Australia-2000,Australia,2000,0.0,0,High income,East Asia & Pacific,10.0,No,19132471,0,0,0,0,0,0,0,0,0
Australia-2001,Australia,2001,0.0,0,High income,East Asia & Pacific,10.0,No,19365433,0,0,0,0,0,0,0,0,0
Australia-2002,Australia,2002,0.0,0,High income,East Asia & Pacific,10.0,No,19595355,0,0,0,0,0,0,0,0,0
Australia-2003,Australia,2003,0.0,0,High income,East Asia & Pacific,10.0,Yes,19819454,0,0,0,0,0,0,0,0,0
Australia-2004,Australia,2004,0.0,0,High income,East Asia & Pacific,10.0,No,20046677,0,0,0,0,0,0,0,0,0
Australia-2005,Australia,2005,4.955039520579231E-4,10056,High income,East Asia & Pacific,10.0,No,20294490,0,0,0,10056,0,0,0,0,0
Australia-2006,Australia,2006,0.014112195788370778,290578,High income,East Asia & Pacific,10.0,No,20590559,0,0,0,290578,0,0,0,0,0
Australia-2007,Australia,2007,0.008009860198368392,167843,High income,East Asia & Pacific,10.0,No,20954548,0,0,14158,54183,0,0,49751,0,49751
Australia-2008,Australia,2008,0.03839094179345931,820437,High income,East Asia & Pacific,10.0,No,21370588,0,0,0,76285,0,0,291270,0,452882
Australia-2009,Australia,2009,0.02832597385182425,617025,High income,East Asia & Pacific,10.0,No,21783011,0,0,0,0,0,0,0,0,617025
Australia-2010,Australia,2010,0.017200805001269106,380853,High income,East Asia & Pacific,10.0,No,22141580,0,0,0,42321,0,3841,4519,0,330172
Australia-2011,Australia,2011,0.01547688978203741,347917,High income,East Asia & Pacific,10.0,No,22479775,0,0,0,0,0,0,0,0,347917
Australia-2012,Australia,2012,0.04579225055971642,1046474,High income,East Asia & Pacific,10.0,No,22852644,38375,0,0,458713,0,0,4587,0,544799
Australia-2013,Australia,2013,7.49646995838833E-4,17419,High income,East Asia & Pacific,10.0,No,23236270,0,0,0,0,0,0,0,0,17419
Australia-2014,Australia,2014,0.0,0,High income,East Asia & Pacific,10.0,No,23595600,0,0,0,0,0,0,0,0,0
Australia-2015,Australia,2015,0.013089150401774646,313459,High income,East Asia & Pacific,10.0,No,23948002,0,0,0,0,0,0,5853,0,307606
Australia-2016,Australia,2016,1.2946998727453882E-4,3150,High income,East Asia & Pacific,10.0,No,24329963,0,0,0,0,0,0,0,0,3150
Australia-2017,Australia,2017,0.0019644949799519132,48584,High income,East Asia & Pacific,10.0,No,24731038,0,0,0,0,0,0,0,0,48584
Australia-2018,Australia,2018,0.0,0,High income,East Asia & Pacific,10.0,No,25119705,0,0,0,0,0,0,0,0,0
Australia-2019,Australia,2019,0.001277257987512633,32548,High income,East Asia & Pacific,10.0,No,25482714,0,0,0,0,0,0,0,0,32548
Australia-2020,Australia,2020,0.0,0,High income,East Asia & Pacific,10.0,No,25743791,0,0,0,0,0,0,0,0,0
Australia-2021,Australia,2021,0.0,0,High income,East Asia & Pacific,10.0,No,25956417,0,0,0,0,0,0,0,0,0
Australia-2022,Australia,2022,0.0,0,High income,East Asia & Pacific,10.0,No,26200984,0,0,0,0,0,0,0,0,0
Australia-2023,Australia,2023,0.0,0,High income,East Asia & Pacific,10.0,No,26451124,0,0,0,0,0,0,0,0,0
Australia-2024,Australia,2024,7.036969169367734E-4,18798,High income,East Asia & Pacific,,No,26713205,0,0,0,0,0,0,18798,0,0
Austria-2000,Austria,2000,0.0,0,High income,Europe & Central Asia,10.0,No,8012928,0,0,0,0,0,0,0,0,0
Austria-2001,Austria,2001,0.0,0,High income,Europe & Central Asia,10.0,No,8042232,0,0,0,0,0,0,0,0,0
Austria-2002,Austria,2002,0.0,0,High income,Europe & Central Asia,10.0,No,8081636,0,0,0,0,0,0,0,0,0
Austria-2003,Austria,2003,0.0,0,High income,Europe & Central Asia,10.0,No,8122602,0,0,0,0,0,0,0,0,0
Austria-2004,Austria,2004,0.0,0,High income,Europe & Central Asia,10.0,No,8173491,0,0,0,0,0,0,0,0,0
Austria-2005,Austria,2005,0.0,0,High income,Europe & Central Asia,10.0,No,8229204,0,0,0,0,0,0,0,0,0
Austria-2006,Austria,2006,0.0,0,High income,Europe & Central Asia,10.0,No,8269898,0,0,0,0,0,0,0,0,0
Austria-2007,Austria,2007,0.0,0,High income,Europe & Central Asia,10.0,No,8296951,0,0,0,0,0,0,0,0,0
Austria-2008,Austria,2008,0.23329847516331356,1941802,High income,Europe & Central Asia,10.0,No,8323252,0,0,0,0,0,0,1941802,0,0
